통계표ID,통계표명,지역,cleaning1,cleaning2,연령대,cleaning3,cleaning4,구분,대상
DT_1G15203,산업세분류 및 종사자규모별 해외건설 총괄,,산업세분류 및 종사자규모별 해외건설 총괄,산업세분류 및 종사자규모별 해외건설 총괄,,산업세분류 및 종사자규모별 해외건설 총괄,산업세분류 및 종사자규모별 해외건설 총괄,"산업세분류별, 종사자규모별",해외건설
DT_1G15204,산업세분류 및 매출액규모별 해외건설 총괄,,산업세분류 및 매출액규모별 해외건설 총괄,산업세분류 및 매출액규모별 해외건설 총괄,,산업세분류 및 매출액규모별 해외건설 총괄,산업세분류 및 매출액규모별 해외건설 총괄,"산업세분류별, 매출액규모별",해외건설
DT_1G15301,"공사지역/공사종류별 계약액,기성액,미기성액(해외건설)",,"공사지역/공사종류별 계약액,기성액,미기성액(해외건설)","공사지역/공사종류별 계약액,기성액,미기성액(해외건설)",,"공사지역/공사종류별 계약액,기성액,미기성액(해외건설)","공사지역/공사종류별 계약액,기성액,미기성액(해외건설)",공사종류별,"계약액, 기성액, 미기성액"
DT_1G15303,"공사지역/등록업종별 계약액,기성액,미기성액(해외건설)",,"공사지역/등록업종별 계약액,기성액,미기성액(해외건설)","공사지역/등록업종별 계약액,기성액,미기성액(해외건설)",,"공사지역/등록업종별 계약액,기성액,미기성액(해외건설)","공사지역/등록업종별 계약액,기성액,미기성액(해외건설)","공사지역별, 등록업종별","계약액, 기성액, 미기성액"
DT_1B26001,시군구/성/연령(5세)별 이동자수,,시군구/성/연령(5세)별 이동자수,시군구/성/연령(5세)별 이동자수,,시군구/성/연령(5세)별 이동자수,시군구/성/연령(5세)별 이동자수,"행정구역별, 성별, 연령별",이동자수
DT_1B26001_A01,시군구별 이동자수,,시군구별 이동자수,시군구별 이동자수,,시군구별 이동자수,시군구별 이동자수,행정구역별,이동자수
DT_1B26001_A02,시군구/성별 이동자수,,시군구/성별 이동자수,시군구/성별 이동자수,,시군구/성별 이동자수,시군구/성별 이동자수,"행정구역별, 성별",이동자수
DT_1B26001_A03,시군구/연령(5세)별 이동자수,,시군구/연령(5세)별 이동자수,시군구/연령(5세)별 이동자수,,시군구/연령(5세)별 이동자수,시군구/연령(5세)별 이동자수,"행정구역별, 연령별",이동자수
DT_1B26001_A04,시도/성/연령(5세)별 이동자수,,시도/성/연령(5세)별 이동자수,시도/성/연령(5세)별 이동자수,,시도/성/연령(5세)별 이동자수,시도/성/연령(5세)별 이동자수,"시도별, 성별, 연령별",이동자수
DT_1B26002,시군구/성/연령(5세)별 순이동자수,,시군구/성/연령(5세)별 순이동자수,시군구/성/연령(5세)별 순이동자수,,시군구/성/연령(5세)별 순이동자수,시군구/성/연령(5세)별 순이동자수,"행정구역별, 성별, 연령별",순이동자수
DT_1B26003,전출지/전입지(시도)/성/연령(5세)별 이동자수,,전출지/전입지(시도)/성/연령(5세)별 이동자수,전출지/전입지(시도)/성/연령(5세)별 이동자수,,전출지/전입지(시도)/성/연령(5세)별 이동자수,전출지/전입지(시도)/성/연령(5세)별 이동자수,"전출지/전입지별, 성별, 연령별","전입지, 전출지, 이동자수"
DT_1B26003_A01,전출지/전입지(시도)별 이동자수,,전출지/전입지(시도)별 이동자수,전출지/전입지(시도)별 이동자수,,전출지/전입지(시도)별 이동자수,전출지/전입지(시도)별 이동자수,행정구역별,이동자수
DT_1B26003_A02,전출지/전입지(시군구)/성별 이동자수,,전출지/전입지(시군구)/성별 이동자수,전출지/전입지(시군구)/성별 이동자수,,전출지/전입지(시군구)/성별 이동자수,전출지/전입지(시군구)/성별 이동자수,"행정구역별, 성별",전출지 전입지 성별 이동자 수
DT_1B26006,시군구/성/연령(5세)별 이동률,,시군구/성/연령(5세)별 이동률,시군구/성/연령(5세)별 이동률,,시군구/성/연령(5세)별 이동률,시군구/성/연령(5세)별 이동률,"행정구역별, 성별, 연령별",이동률
DT_1B26006_A01,"인구이동률(월, 분기, 년)",,"인구이동률(월, 분기, 년)","인구이동률(월, 분기, 년)",,"인구이동률(월, 분기, 년)","인구이동률(월, 분기, 년)","시간별: 월, 분기, 년",인구이동률
DT_1B26007,시군구별 이동건수,,시군구별 이동건수,시군구별 이동건수,,시군구별 이동건수,시군구별 이동건수,행정구역별,이동건수
DT_1B26008,전출지/전입지(시도)/이동규모별 이동건수,,전출지/전입지(시도)/이동규모별 이동건수,전출지/전입지(시도)/이동규모별 이동건수,,전출지/전입지(시도)/이동규모별 이동건수,전출지/전입지(시도)/이동규모별 이동건수,"전출지/전입지별, 이동규모별","전출지, 전입지, 이동건수"
DT_1B26009,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,전출지/전입지(시도)/성/연령(5세)별 1인 이동건수,"전출지/전입지별, 성별, 연령별",전출지 전입지 성 연령별 1인이동건수
DT_1B26A01,시군구/성/연령(5세)별 1인 이동건수,,시군구/성/연령(5세)별 1인 이동건수,시군구/성/연령(5세)별 1인 이동건수,,시군구/성/연령(5세)별 1인 이동건수,시군구/성/연령(5세)별 1인 이동건수,"행정구역별, 성별, 연령별",1인이동건수
DT_1B26B01,시도/각세별 이동자수,,시도/각세별 이동자수,시도/각세별 이동자수,,시도/각세별 이동자수,시도/각세별 이동자수,행정구역별,이동자수
DT_1B26B02,서울특별시 시군구 각세별 이동자수,서울특별시,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B03,부산광역시 시군구 각세별 이동자수,부산,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B04,대구광역시 시군구 각세별 이동자수,대구,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B05,인천광역시 시군구 각세별 이동자수,인천,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B06,광주광역시 시군구 각세별 이동자수,광주,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B07,대전광역시 시군구 각세별 이동자수,대전,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B08,울산광역시 시군구 각세별 이동자수,울산,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B09,경기도 시군구 각세별 이동자수,경기도,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B10,강원특별자치도 시군구 각세별 이동자수,강원,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B11,충청북도 시군구 각세별 이동자수,충북,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B12,충청남도 시군구 각세별 이동자수,충남,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B13,전북특별자치도 시군구 각세별 이동자수,전북,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B14,전라남도 시군구 각세별 이동자수,전남,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B15,경상북도 시군구 각세별 이동자수,경북,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B16,경상남도 시군구 각세별 이동자수,경남,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B17,제주특별자치도 시군구 각세별 이동자수,제주,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B18,세종특별자치시 시군구 각세별 이동자수,세종,시군구 각세별 이동자수,시군구 각세별 이동자수,,시군구 각세별 이동자수,시군구 각세별 이동자수,행정구역별,이동자수
DT_1B26B21,시군구/전입사유별 이동자수,,시군구/전입사유별 이동자수,시군구/전입사유별 이동자수,,시군구/전입사유별 이동자수,시군구/전입사유별 이동자수,"행정구역별, 전입사유별",이동자수
DT_1B26B22,전출지/전입지(시도)/전입사유별 이동자수,,전출지/전입지(시도)/전입사유별 이동자수,전출지/전입지(시도)/전입사유별 이동자수,,전출지/전입지(시도)/전입사유별 이동자수,전출지/전입지(시도)/전입사유별 이동자수,"전출지/전입지별, 전입사유별","전입자수, 전출자수"
DT_1B26B23,시도/전입사유별 이동건수,,시도/전입사유별 이동건수,시도/전입사유별 이동건수,,시도/전입사유별 이동건수,시도/전입사유별 이동건수,"시도별, 전입사유별",전입사유
DT_1B26B24,시도/연령/전입사유별 1인이동건수,,시도/연령/전입사유별 1인이동건수,시도/연령/전입사유별 1인이동건수,,시도/연령/전입사유별 1인이동건수,시도/연령/전입사유별 1인이동건수,"시도별, 연령별, 전입사유별",1인이동건수
